id,time,lat,lon,temp,precip,cloudcover,humidity,pressure,sunset,winddir,windgust,windspeed,venue_city,home_country_id
302134,2017-05-07T15:00:00,41.933886,12.454786,20.5,0.0,22.8,51.89,1010.1,2017-05-07T20:15:25+02:00,233.0,46.8,20.0,Roma,251
302135,2017-05-07T20:45:00,45.478025,9.124206,15.1,0.0,0.0,76.46,,2017-05-07T20:37:49+02:00,140.0,,3.8,Milano,251
401484,2016-08-19T20:45:00,36.734209,-4.426602,32.5,0.0,,33.28,,2016-08-19T21:03:26+02:00,156.0,7.1,2.5,Málaga,32
401493,2016-08-19T22:00:00,43.3713,-8.396,19.0,0.0,0.0,77.65,1017.2,2016-08-19T21:29:59+02:00,254.0,4.7,13.1,La Coruña,32
401502,2016-08-20T18:15:00,41.38089,2.122813,27.2,0.0,,81.55,,2016-08-20T20:43:00+02:00,331.0,17.7,14.3,Barcelona,32
401513,2016-08-20T20:15:00,37.152966,-3.595736,31.5,0.0,,35.15,,2016-08-20T20:59:25+02:00,285.0,22.1,8.5,Granada,32
401524,2016-08-20T22:15:00,37.384046,-5.970592,28.3,0.0,,47.7,,2016-08-20T21:09:14+02:00,224.0,15.9,6.6,Sevilla,32
401535,2016-08-21T18:15:00,43.536284,-5.637397,22.3,0.0,,66.66,,2016-08-21T21:16:02+02:00,60.0,35.3,17.6,Gijón,32
401544,2016-08-21T20:15:00,43.301376,-1.973602,21.1,0.0,,70.02,,2016-08-21T21:01:00+02:00,13.0,0.2,0.0,San Sebastián,32
401554,2016-08-21T22:15:00,40.40483,-3.72174,30.0,0.0,,27.05,,2016-08-21T21:03:20+02:00,24.0,0.0,0.0,Madrid,32
401564,2016-08-22T20:00:00,42.211852,-8.739721,26.7,0.0,0.0,40.82,1019.0,2016-08-22T21:24:40+02:00,228.0,1.4,0.4,Vigo,32
401573,2016-08-22T22:00:00,39.474602,-0.358257,25.5,0.0,14.3,68.67,1022.3,2016-08-22T20:47:03+02:00,38.0,3.2,3.7,Valencia,32
401582,2016-08-26T20:45:00,37.356483,-5.981768,35.6,0.0,,30.81,,2016-08-26T21:01:01+02:00,217.0,11.2,3.5,Sevilla,32
401591,2016-08-26T22:00:00,41.34786,2.075622,24.0,0.0,8.3,77.26,1018.3,2016-08-26T20:33:53+02:00,352.0,1.6,1.3,Cornella de Llobregat,32
401602,2016-08-27T18:15:00,42.796677,-1.637141,25.0,0.0,,78.62,,2016-08-27T20:49:04+02:00,219.0,18.6,8.1,Pamplona,32
401611,2016-08-27T18:15:00,43.181728,-2.475875,25.0,0.0,,75.84,,2016-08-27T20:52:57+02:00,80.0,18.6,8.8,Eibar,32
401619,2016-08-27T20:15:00,40.453068,-3.688354,32.4,0.0,,27.17,,2016-08-27T20:54:11+02:00,232.0,10.0,6.9,Madrid,32
401628,2016-08-27T22:15:00,40.3404,-3.7607,28.9,0.0,,34.69,,2016-08-27T20:54:20+02:00,235.0,0.8,0.0,Leganés,32
401636,2016-08-28T18:15:00,28.10505,-15.41948,,0.0,,,,,,,,Las Palmas de Gran Canaria,32
401649,2016-08-28T18:15:00,42.837167,-2.688294,20.1,0.0,,74.51,,2016-08-28T20:51:39+02:00,335.0,15.7,9.4,Vitoria-Gasteiz,32
401658,2016-08-28T20:15:00,43.263476,-2.94815,20.4,0.0,88.0,88.28,,2016-08-28T20:53:15+02:00,224.0,2.6,0.9,Bilbao,32
401666,2016-08-28T22:15:00,39.944119,-0.103474,24.4,0.0,,85.02,,2016-08-28T20:37:41+02:00,43.0,12.9,7.8,Villarreal,32
401673,2016-09-09T20:45:00,43.301376,-1.973602,18.6,0.0,,83.81,,2016-09-09T20:28:23+02:00,147.0,4.1,0.3,San Sebastián,32
401683,2016-09-10T13:00:00,42.211852,-8.739721,22.3,0.0,49.2,65.07,1019.4,2016-09-10T20:52:53+02:00,208.0,0.0,0.5,Vigo,32
401693,2016-09-10T16:00:00,40.453068,-3.688354,31.4,0.0,29.9,22.86,1011.1,2016-09-10T20:31:35+02:00,141.0,,8.0,Madrid,32
402164,2016-09-10T18:15:00,36.734209,-4.426602,27.8,0.0,,45.33,,2016-09-10T20:32:22+02:00,178.0,15.2,5.2,Málaga,32
402634,2016-09-10T18:15:00,37.384046,-5.970592,32.8,0.0,,32.79,,2016-09-10T20:38:54+02:00,208.0,21.0,8.7,Sevilla,32
403104,2016-09-10T20:30:00,41.38089,2.122813,26.1,0.0,25.0,87.54,,2016-09-10T20:08:57+02:00,138.0,16.1,4.6,Barcelona,32
403112,2016-09-11T12:00:00,43.536284,-5.637397,21.6,0.0,16.5,70.06,1016.6,2016-09-11T20:39:34+02:00,327.0,13.0,6.5,Gijón,32
403121,2016-09-11T16:00:00,39.474602,-0.358257,28.8,0.0,10.5,55.45,1015.8,2016-09-11T20:16:04+02:00,117.0,16.2,15.7,Valencia,32
403132,2016-09-11T18:15:00,37.152966,-3.595736,30.3,0.0,,34.71,,2016-09-11T20:27:46+02:00,136.0,25.1,11.0,Granada,32
403141,2016-09-11T20:30:00,43.3713,-8.396,19.3,0.0,25.0,86.75,,2016-09-11T20:50:29+02:00,360.0,2.9,0.2,La Coruña,32
403149,2016-09-16T20:45:00,37.356483,-5.981768,28.3,0.0,,35.83,,2016-09-16T20:29:44+02:00,47.0,1.4,0.8,Sevilla,32
403160,2016-09-17T13:00:00,40.3404,-3.7607,21.0,0.0,0.4,43.35,1020.3,2016-09-17T20:20:09+02:00,2.0,,0.1,Leganés,32
403171,2016-09-17T16:15:00,40.40483,-3.72174,21.7,0.0,,46.06,,2016-09-17T20:20:00+02:00,5.0,20.9,6.5,Madrid,32
403180,2016-09-17T18:30:00,43.181728,-2.475875,17.4,0.0,65.6,71.0,,2016-09-17T20:15:53+02:00,29.0,13.6,11.9,Eibar,32
403190,2016-09-17T20:45:00,28.10505,-15.41948,,0.0,,,,,,,,Las Palmas de Gran Canaria,32
403200,2016-09-18T12:00:00,42.796677,-1.637141,13.9,0.0,44.6,88.31,1022.6,2016-09-18T20:10:37+02:00,305.0,20.0,18.5,Pamplona,32
403208,2016-09-18T16:15:00,43.263476,-2.94815,17.8,0.0,,83.13,,2016-09-18T20:15:58+02:00,211.0,7.9,3.2,Bilbao,32
403218,2016-09-18T18:30:00,39.944119,-0.103474,23.2,0.0,25.0,42.39,,2016-09-18T20:03:46+02:00,103.0,9.2,4.8,Villarreal,32
403228,2016-09-18T20:45:00,41.34786,2.075622,20.0,0.0,,78.12,,2016-09-18T19:55:24+02:00,47.0,1.4,0.3,Cornella de Llobregat,32
403238,2016-09-19T20:45:00,42.837167,-2.688294,14.0,0.0,,90.41,,2016-09-19T20:13:01+02:00,317.0,6.3,3.1,Vitoria-Gasteiz,32
403247,2016-09-20T20:00:00,36.734209,-4.426602,23.9,0.0,27.3,63.41,1014.7,2016-09-20T20:17:16+02:00,23.0,13.4,12.5,Málaga,32
403258,2016-09-20T22:00:00,37.384046,-5.970592,21.2,0.0,0.0,67.25,1015.6,2016-09-20T20:23:32+02:00,203.0,,9.2,Sevilla,32
403266,2016-09-21T20:00:00,40.453068,-3.688354,25.6,0.0,7.8,17.15,1012.1,2016-09-21T20:13:10+02:00,223.0,,15.9,Madrid,32
403273,2016-09-21T20:00:00,42.211852,-8.739721,16.0,0.0,84.6,77.23,1018.5,2016-09-21T20:33:32+02:00,248.0,13.0,14.6,Vigo,32
403283,2016-09-21T22:00:00,43.301376,-1.973602,18.9,0.0,79.9,87.09,1018.5,2016-09-21T20:06:38+02:00,288.0,0.5,0.6,San Sebastián,32
403295,2016-09-21T22:00:00,37.152966,-3.595736,23.1,0.0,0.0,34.73,1016.2,2016-09-21T20:12:29+02:00,310.0,4.3,0.8,Granada,32
403304,2016-09-21T22:00:00,41.38089,2.122813,22.7,0.0,7.8,80.16,1017.0,2016-09-21T19:50:03+02:00,139.0,0.0,0.0,Barcelona,32
403313,2016-09-22T20:00:00,42.796677,-1.637141,19.0,0.0,37.6,77.14,1019.4,2016-09-22T20:03:26+02:00,330.0,16.6,21.3,Pamplona,32
403322,2016-09-22T20:00:00,43.3713,-8.396,18.2,0.0,2.5,82.22,1022.0,2016-09-22T20:30:29+02:00,360.0,7.9,10.8,La Coruña,32
403332,2016-09-22T22:00:00,39.474602,-0.358257,22.8,0.0,18.0,81.76,1020.0,2016-09-22T19:58:08+02:00,25.0,3.2,4.6,Valencia,32
403341,2016-09-23T20:45:00,37.356483,-5.981768,26.5,0.0,,46.41,,2016-09-23T20:18:57+02:00,233.0,4.3,0.8,Sevilla,32
403350,2016-09-24T13:00:00,43.181728,-2.475875,25.9,0.0,34.6,46.49,1016.4,2016-09-24T20:03:12+02:00,226.0,32.3,12.8,Eibar,32
403361,2016-09-24T16:15:00,43.536284,-5.637397,20.6,0.0,,81.9,,2016-09-24T20:15:49+02:00,72.0,13.0,3.2,Gijón,32
403371,2016-09-24T18:30:00,43.263476,-2.94815,22.6,0.0,,76.45,,2016-09-24T20:05:05+02:00,310.0,9.7,13.8,Bilbao,32
403380,2016-09-24T20:45:00,28.10505,-15.41948,,0.0,,,,,,,,Las Palmas de Gran Canaria,32
403390,2016-09-25T12:00:00,40.3404,-3.7607,22.0,0.0,0.4,46.32,1018.8,2016-09-25T20:06:46+02:00,176.0,,5.4,Leganés,32
403400,2016-09-25T16:15:00,40.40483,-3.72174,24.5,0.0,,31.93,,2016-09-25T20:06:36+02:00,219.0,16.2,6.5,Madrid,32
403409,2016-09-25T18:30:00,39.944119,-0.103474,22.9,0.0,50.0,77.8,,2016-09-25T19:52:11+02:00,68.0,9.5,4.6,Villarreal,32
403418,2016-09-25T20:45:00,41.34786,2.075622,18.9,0.0,,87.38,,2016-09-25T19:43:22+02:00,7.0,9.7,2.5,Cornella de Llobregat,32
403427,2016-09-26T20:45:00,42.837167,-2.688294,15.6,0.0,,81.58,,2016-09-26T20:00:29+02:00,276.0,7.9,4.7,Vitoria-Gasteiz,32
403438,2016-09-30T20:45:00,43.301376,-1.973602,19.9,0.0,,85.02,,2016-09-30T19:50:22+02:00,154.0,1.8,0.1,San Sebastián,32
403447,2016-10-01T13:00:00,37.152966,-3.595736,23.9,0.0,26.9,36.2,1013.9,2016-10-01T19:57:18+02:00,313.0,13.0,4.3,Granada,32
403455,2016-10-01T16:15:00,37.384046,-5.970592,29.6,0.0,,42.27,,2016-10-01T20:06:42+02:00,208.0,13.9,5.1,Sevilla,32
403464,2016-10-01T18:30:00,42.796677,-1.637141,16.9,0.0,25.3,72.55,,2016-10-01T19:47:26+02:00,329.0,6.4,27.5,Pamplona,32
403474,2016-10-01T20:45:00,43.3713,-8.396,12.8,0.0,,86.42,,2016-10-01T20:14:12+02:00,307.0,0.8,0.4,La Coruña,32
403484,2016-10-02T12:00:00,39.474602,-0.358257,25.0,0.0,10.5,62.73,1015.7,2016-10-02T19:41:57+02:00,92.0,9.7,3.7,Valencia,32
403492,2016-10-02T16:15:00,40.453068,-3.688354,23.9,0.0,,34.02,,2016-10-02T19:54:52+02:00,259.0,30.6,13.0,Madrid,32
403502,2016-10-02T18:30:00,41.34786,2.075622,23.2,0.0,50.0,87.42,,2016-10-02T19:31:28+02:00,51.0,3.9,2.9,Cornella de Llobregat,32
403509,2016-10-02T18:30:00,36.734209,-4.426602,23.2,0.0,25.0,71.84,,2016-10-02T19:59:17+02:00,127.0,11.6,18.5,Málaga,32
403519,2016-10-02T20:45:00,42.211852,-8.739721,16.1,0.0,,72.72,,2016-10-02T20:14:18+02:00,215.0,1.4,0.0,Vigo,32
403531,2016-10-14T20:45:00,28.10505,-15.41948,,0.0,,,,,,,,Las Palmas de Gran Canaria,32
403540,2016-10-15T13:00:00,40.3404,-3.7607,17.0,0.0,0.6,55.53,1015.2,2016-10-15T19:34:43+02:00,137.0,,1.9,Leganés,32
403549,2016-10-15T16:15:00,41.38089,2.122813,22.3,0.0,,67.35,,2016-10-15T19:10:08+02:00,332.0,9.1,1.0,Barcelona,32
403558,2016-10-15T18:30:00,40.40483,-3.72174,17.6,0.0,,45.42,,2016-10-15T19:34:30+02:00,207.0,17.0,7.3,Madrid,32
403570,2016-10-15T20:45:00,37.356483,-5.981768,21.5,0.0,,51.38,,2016-10-15T19:46:30+02:00,317.0,0.4,0.2,Sevilla,32
403580,2016-10-16T12:00:00,42.837167,-2.688294,14.9,0.0,0.8,70.64,1017.9,2016-10-16T19:26:12+02:00,243.0,,9.3,Vitoria-Gasteiz,32
403590,2016-10-16T16:15:00,43.263476,-2.94815,19.5,0.0,,63.11,,2016-10-16T19:26:44+02:00,258.0,9.7,1.4,Bilbao,32
403599,2016-10-16T18:30:00,43.536284,-5.637397,17.2,0.0,88.0,86.91,,2016-10-16T19:37:10+02:00,43.0,16.2,7.9,Gijón,32
403610,2016-10-16T20:45:00,39.944119,-0.103474,19.2,0.0,,80.69,,2016-10-16T19:19:02+02:00,344.0,4.0,1.2,Villarreal,32
403619,2016-10-17T20:45:00,43.181728,-2.475875,16.3,0.0,,90.45,,2016-10-17T19:23:20+02:00,281.0,5.4,1.8,Eibar,32
403628,2016-10-21T20:45:00,42.796677,-1.637141,10.6,0.0,,73.79,,2016-10-21T19:14:12+02:00,46.0,1.1,0.0,Pamplona,32
403639,2016-10-22T13:00:00,41.34786,2.075622,17.0,0.0,36.9,84.86,1011.6,2016-10-22T18:59:53+02:00,16.0,9.0,9.5,Cornella de Llobregat,32
403648,2016-10-22T16:15:00,39.474602,-0.358257,20.0,0.0,,80.84,,2016-10-22T19:12:07+02:00,117.0,8.0,2.7,Valencia,32
403658,2016-10-22T18:30:00,43.301376,-1.973602,19.5,0.0,72.1,62.94,,2016-10-22T19:13:18+02:00,161.0,22.4,7.6,San Sebastián,32
403669,2016-10-22T20:45:00,37.152966,-3.595736,16.5,0.0,,73.07,,2016-10-22T19:27:58+02:00,258.0,2.6,1.6,Granada,32
403677,2016-10-23T12:00:00,42.211852,-8.739721,16.1,0.0,43.3,76.06,999.4,2016-10-23T19:40:25+02:00,307.0,10.5,5.5,Vigo,32
403688,2016-10-23T16:15:00,37.384046,-5.970592,17.2,0.0,,91.78,,2016-10-23T19:35:56+02:00,343.0,1.4,0.7,Sevilla,32
403695,2016-10-23T18:30:00,39.944119,-0.103474,21.8,0.0,25.0,79.16,,2016-10-23T19:09:07+02:00,61.0,5.5,2.6,Villarreal,32
403704,2016-10-23T18:30:00,36.734209,-4.426602,19.7,0.0,50.0,87.94,,2016-10-23T19:30:34+02:00,154.0,6.6,8.4,Málaga,32
403716,2016-10-23T20:45:00,40.453068,-3.688354,12.3,0.0,,93.0,,2016-10-23T19:22:44+02:00,140.0,17.6,7.9,Madrid,32
403725,2016-10-28T20:45:00,40.3404,-3.7607,21.2,0.0,,66.86,,2016-10-28T19:16:33+02:00,51.0,6.5,1.4,Leganés,32
403734,2016-10-29T13:00:00,43.536284,-5.637397,15.0,0.0,30.6,95.56,1027.1,2016-10-29T19:17:15+02:00,94.0,4.7,1.5,Gijón,32
403742,2016-10-29T16:15:00,42.837167,-2.688294,24.6,0.0,,37.89,,2016-10-29T19:06:43+02:00,97.0,3.7,1.7,Vitoria-Gasteiz,32
403752,2016-10-29T18:30:00,40.40483,-3.72174,22.9,0.0,,33.09,,2016-10-29T19:15:01+02:00,75.0,9.7,2.3,Madrid,32
403764,2016-10-29T20:45:00,41.38089,2.122813,17.7,0.0,,99.28,,2016-10-29T18:50:02+02:00,5.0,0.1,0.0,Barcelona,32
403773,2016-10-30T12:00:00,43.181728,-2.475875,17.4,0.0,4.0,65.44,1022.5,2016-10-30T18:03:53+01:00,288.0,14.8,4.4,Eibar,32
403781,2016-10-30T16:15:00,43.263476,-2.94815,23.9,0.0,,53.19,,2016-10-30T18:05:37+01:00,57.0,9.7,3.2,Bilbao,32
403789,2016-10-30T18:30:00,37.356483,-5.981768,25.1,0.0,,47.01,,2016-10-30T18:27:45+01:00,5.0,0.5,0.6,Sevilla,32
403799,2016-10-30T20:45:00,28.10505,-15.41948,,0.0,,,,,,,,Las Palmas de Gran Canaria,32
403809,2016-10-31T20:45:00,43.3713,-8.396,13.9,0.0,,95.55,,2016-10-31T18:25:50+01:00,305.0,0.0,0.0,La Coruña,32
403818,2016-11-04T20:45:00,36.734209,-4.426602,17.7,0.0,,81.88,,2016-11-04T18:17:22+01:00,285.0,8.5,1.9,Málaga,32
403827,2016-11-05T13:00:00,37.152966,-3.595736,16.6,0.0,52.3,75.18,1013.0,2016-11-05T18:12:21+01:00,233.0,6.5,5.2,Granada,32
403837,2016-11-05T16:15:00,43.301376,-1.973602,11.2,0.0,,92.97,,2016-11-05T17:53:53+01:00,143.0,3.3,0.0,San Sebastián,32
403848,2016-11-05T18:30:00,42.796677,-1.637141,9.0,4.1,50.1,81.58,,2016-11-05T17:53:37+01:00,310.0,7.8,5.4,Pamplona,32
403857,2016-11-05T20:45:00,28.10505,-15.41948,,0.0,,,,,,,,Las Palmas de Gran Canaria,32
403865,2016-11-06T12:00:00,40.453068,-3.688354,9.8,0.0,20.0,59.17,1012.7,2016-11-06T18:05:30+01:00,78.0,,14.6,Madrid,32
403874,2016-11-06T16:15:00,41.34786,2.075622,15.4,0.0,,51.59,,2016-11-06T17:40:39+01:00,34.0,20.1,13.6,Cornella de Llobregat,32
403883,2016-11-06T16:15:00,42.211852,-8.739721,16.6,0.0,,48.22,,2016-11-06T18:22:04+01:00,270.0,4.7,1.4,Vigo,32
403893,2016-11-06T18:30:00,39.944119,-0.103474,15.7,0.0,25.0,35.76,,2016-11-06T17:52:10+01:00,295.0,9.1,5.0,Villarreal,32
403903,2016-11-06T20:45:00,37.384046,-5.970592,14.9,0.0,,58.2,,2016-11-06T18:20:28+01:00,316.0,11.1,1.8,Sevilla,32
403911,2016-11-18T20:45:00,37.356483,-5.981768,16.8,0.0,,67.35,,2016-11-18T18:11:16+01:00,339.0,1.8,0.3,Sevilla,32
403921,2016-11-19T13:00:00,43.3713,-8.396,13.6,0.0,84.2,74.57,1011.0,2016-11-19T18:05:17+01:00,172.0,36.8,18.0,La Coruña,32
403930,2016-11-19T16:15:00,41.38089,2.122813,14.4,0.0,,80.03,,2016-11-19T17:28:32+01:00,66.0,11.2,3.6,Barcelona,32
403940,2016-11-19T18:30:00,43.181728,-2.475875,11.9,0.0,25.0,59.23,,2016-11-19T17:42:08+01:00,60.0,16.7,5.6,Eibar,32
403951,2016-11-19T20:45:00,40.40483,-3.72174,9.5,0.0,,70.98,,2016-11-19T17:54:23+01:00,206.0,22.7,7.9,Madrid,32
403958,2016-11-20T12:00:00,42.837167,-2.688294,11.8,0.0,43.9,70.31,1004.6,2016-11-20T17:43:11+01:00,154.0,,17.6,Vitoria-Gasteiz,32
403966,2016-11-20T16:15:00,39.474602,-0.358257,17.6,0.0,,54.39,,2016-11-20T17:42:36+01:00,209.0,16.1,6.3,Valencia,32
403976,2016-11-20T18:30:00,43.536284,-5.637397,13.9,0.0,25.0,87.12,,2016-11-20T17:53:02+01:00,261.0,6.5,3.2,Gijón,32
403986,2016-11-20T20:45:00,43.263476,-2.94815,16.2,0.0,,66.7,,2016-11-20T17:43:02+01:00,298.0,7.9,1.4,Bilbao,32
403995,2016-11-21T20:45:00,40.3404,-3.7607,9.5,0.0,,78.24,,2016-11-21T17:53:26+01:00,216.0,24.1,9.7,Leganés,32
404005,2016-11-25T20:45:00,43.181728,-2.475875,6.7,0.0,,77.53,,2016-11-25T17:38:10+01:00,184.0,8.2,4.7,Eibar,32
404014,2016-11-26T13:00:00,36.734209,-4.426602,13.9,0.0,93.6,93.64,1005.8,2016-11-26T18:02:49+01:00,65.0,4.0,14.6,Málaga,32
404026,2016-11-26T16:15:00,40.453068,-3.688354,9.5,0.0,,89.75,,2016-11-26T17:50:18+01:00,87.0,20.9,11.2,Madrid,32
404035,2016-11-26T18:30:00,41.34786,2.075622,14.9,0.0,88.0,92.0,,2016-11-26T17:24:46+01:00,35.0,22.5,14.3,Cornella de Llobregat,32
404044,2016-11-26T20:45:00,37.384046,-5.970592,13.3,21.6,,88.8,,2016-11-26T18:07:24+01:00,218.0,2.7,0.0,Sevilla,32
404053,2016-11-27T12:00:00,39.944119,-0.103474,16.1,0.0,0.1,72.43,1009.4,2016-11-27T17:36:57+01:00,9.0,14.4,7.6,Villarreal,32
404061,2016-11-27T16:15:00,42.796677,-1.637141,12.8,0.0,,77.14,,2016-11-27T17:34:57+01:00,37.0,8.2,2.2,Pamplona,32
404072,2016-11-27T18:30:00,42.211852,-8.739721,13.2,0.0,,75.18,,2016-11-27T18:05:05+01:00,38.0,1.4,0.1,Vigo,32
404082,2016-11-27T20:45:00,43.301376,-1.973602,9.9,0.0,,88.72,,2016-11-27T17:34:47+01:00,258.0,0.0,0.0,San Sebastián,32
404091,2016-11-28T20:45:00,28.10505,-15.41948,,0.0,,,,,,,,Las Palmas de Gran Canaria,32
404100,2016-12-03T13:00:00,37.152966,-3.595736,14.4,0.0,88.7,69.11,1010.8,2016-12-03T17:56:59+01:00,321.0,7.9,3.1,Granada,32
404112,2016-12-03T16:15:00,41.38089,2.122813,13.3,0.0,,82.1,,2016-12-03T17:22:15+01:00,318.0,9.7,3.2,Barcelona,32
404119,2016-12-03T18:30:00,40.3404,-3.7607,10.9,0.0,88.0,77.61,,2016-12-03T17:48:51+01:00,49.0,8.8,2.6,Leganés,32
404127,2016-12-03T20:45:00,40.40483,-3.72174,11.7,0.0,,78.04,,2016-12-03T17:48:31+01:00,109.0,19.4,11.2,Madrid,32
404135,2016-12-04T12:00:00,37.356483,-5.981768,15.0,0.0,45.6,91.49,1009.2,2016-12-04T18:05:55+01:00,61.0,9.2,4.8,Sevilla,32
404146,2016-12-04T16:15:00,43.263476,-2.94815,17.3,0.0,,52.89,,2016-12-04T17:36:28+01:00,46.0,20.9,9.7,Bilbao,32
404160,2016-12-04T18:30:00,42.837167,-2.688294,11.7,0.0,87.3,82.84,,2016-12-04T17:36:48+01:00,116.0,33.7,20.3,Vitoria-Gasteiz,32
404169,2016-12-04T18:30:00,43.536284,-5.637397,15.5,0.0,88.0,77.1,,2016-12-04T17:46:20+01:00,47.0,0.0,0.0,Gijón,32
404178,2016-12-04T20:45:00,39.474602,-0.358257,15.5,0.0,,85.69,,2016-12-04T17:37:36+01:00,28.0,14.8,6.1,Valencia,32
404188,2016-12-05T20:45:00,43.3713,-8.396,12.6,0.0,,85.59,,2016-12-05T17:57:44+01:00,60.0,1.4,0.0,La Coruña,32
404198,2016-12-09T20:45:00,36.734209,-4.426602,13.0,0.0,,92.67,,2016-12-09T18:01:30+01:00,151.0,0.0,0.0,Málaga,32
404206,2016-12-10T13:00:00,42.796677,-1.637141,4.1,0.0,93.7,99.73,1031.8,2016-12-10T17:32:24+01:00,360.0,17.3,0.0,Pamplona,32
404216,2016-12-10T16:15:00,43.301376,-1.973602,18.3,0.0,,55.76,,2016-12-10T17:32:04+01:00,290.0,1.6,0.1,San Sebastián,32
404225,2016-12-10T18:30:00,28.10505,-15.41948,,0.0,,,,,,,,Las Palmas de Gran Canaria,32
404235,2016-12-10T20:45:00,40.453068,-3.688354,11.7,0.0,,78.04,,2016-12-10T17:48:02+01:00,282.0,13.0,7.9,Madrid,32
404244,2016-12-11T12:00:00,43.181728,-2.475875,9.9,0.0,36.4,81.64,1029.3,2016-12-11T17:34:33+01:00,35.0,5.4,1.8,Eibar,32
404254,2016-12-11T16:15:00,42.211852,-8.739721,18.8,0.0,,62.16,,2016-12-11T18:02:49+01:00,90.0,4.7,1.4,Vigo,32
404263,2016-12-11T18:30:00,41.34786,2.075622,11.5,0.0,,76.13,,2016-12-11T17:22:19+01:00,289.0,17.6,8.7,Cornella de Llobregat,32
404273,2016-12-11T20:45:00,37.356483,-5.981768,14.0,0.0,,80.75,,2016-12-11T18:06:20+01:00,12.0,1.1,0.5,Sevilla,32
404296,2016-12-12T20:45:00,39.944119,-0.103474,9.3,0.0,,83.85,,2016-12-12T17:35:31+01:00,329.0,0.0,0.0,Villarreal,32
404311,2016-12-16T20:45:00,42.837167,-2.688294,7.3,0.0,,92.97,,2016-12-16T17:37:37+01:00,317.0,1.4,0.0,Vitoria-Gasteiz,32
404321,2016-12-17T13:00:00,43.536284,-5.637397,12.8,0.0,37.9,81.14,1034.6,2016-12-17T17:47:21+01:00,257.0,3.2,1.6,Gijón,32
404331,2016-12-17T16:15:00,40.40483,-3.72174,11.2,0.0,,67.0,,2016-12-17T17:49:58+01:00,24.0,37.1,20.9,Madrid,32
404341,2016-12-17T18:30:00,37.152966,-3.595736,6.6,0.0,88.0,82.98,,2016-12-17T17:59:02+01:00,82.0,15.7,4.7,Granada,32
404349,2016-12-17T20:45:00,37.384046,-5.970592,13.3,0.0,,71.36,,2016-12-17T18:07:53+01:00,72.0,25.0,11.8,Sevilla,32
404360,2016-12-18T16:15:00,40.3404,-3.7607,10.6,0.0,,58.92,,2016-12-18T17:50:42+01:00,60.0,32.0,14.4,Leganés,32
404371,2016-12-18T18:30:00,43.3713,-8.396,10.9,0.0,,76.4,,2016-12-18T17:59:19+01:00,0.0,4.7,1.8,La Coruña,32
404560,2016-12-18T20:45:00,41.38089,2.122813,11.1,0.0,,70.02,,2016-12-18T17:23:53+01:00,63.0,10.1,3.4,Barcelona,32
404568,2016-12-19T20:45:00,43.263476,-2.94815,8.9,0.0,88.0,93.69,,2016-12-19T17:38:18+01:00,294.0,4.7,10.2,Bilbao,32
404577,2017-02-22T18:45:00,39.474602,-0.358257,15.0,0.0,,50.86,,2017-02-22T18:46:08+01:00,149.0,0.7,0.3,Valencia,32
404587,2017-01-06T20:45:00,41.34786,2.075622,7.2,0.0,,79.16,,2017-01-06T17:37:39+01:00,166.0,2.2,0.5,Cornella de Llobregat,32
404597,2017-01-07T13:00:00,40.453068,-3.688354,7.8,0.0,0.0,50.63,1031.2,2017-01-07T18:04:22+01:00,222.0,,4.7,Madrid,32
404606,2017-01-07T16:15:00,43.181728,-2.475875,8.5,0.0,,40.26,,2017-01-07T17:51:08+01:00,322.0,10.0,4.5,Eibar,32
404616,2017-01-07T18:30:00,28.10505,-15.41948,,0.0,,,,,,,,Las Palmas de Gran Canaria,32
404626,2017-01-07T20:45:00,43.301376,-1.973602,3.2,0.0,,78.0,,2017-01-07T17:48:44+01:00,20.0,0.0,0.0,San Sebastián,32
404636,2017-01-08T12:00:00,43.263476,-2.94815,5.3,0.0,0.0,61.67,1035.6,2017-01-08T17:53:49+01:00,124.0,4.7,1.0,Bilbao,32
404645,2017-01-08T16:15:00,37.356483,-5.981768,15.8,0.0,,52.2,,2017-01-08T18:23:05+01:00,54.0,11.0,4.9,Sevilla,32
404654,2017-01-08T18:30:00,42.211852,-8.739721,12.2,0.0,,56.48,,2017-01-08T18:20:19+01:00,226.0,0.0,0.1,Vigo,32
404664,2017-01-08T20:45:00,39.944119,-0.103474,7.6,0.0,,66.51,,2017-01-08T17:52:28+01:00,283.0,2.7,1.5,Villarreal,32
404673,2017-01-09T20:45:00,42.796677,-1.637141,6.7,0.0,,82.14,,2017-01-09T17:51:08+01:00,272.0,1.9,0.4,Pamplona,32
404683,2017-01-14T13:00:00,40.3404,-3.7607,8.1,0.0,27.7,42.81,1028.0,2017-01-14T18:12:17+01:00,6.0,,4.6,Leganés,32
404693,2017-01-14T16:15:00,41.38089,2.122813,11.6,0.0,,25.21,,2017-01-14T17:45:50+01:00,184.0,30.4,22.4,Barcelona,32
404702,2017-01-14T18:30:00,40.40483,-3.72174,6.1,0.0,47.0,47.08,,2017-01-14T18:11:57+01:00,4.0,25.9,10.8,Madrid,32
404712,2017-01-14T20:45:00,43.3713,-8.396,5.4,0.0,,92.39,,2017-01-14T18:22:07+01:00,300.0,4.4,3.0,La Coruña,32
